unitid,name,2013_program_name,Web_address,city,state,control,Institutional Classification,Student Access and Earnings Classification,Research Activity Designation,Award Level Focus,Academic Mix,Graduate Academic Program Mix,Size,Campus Setting,Highest Degree Awarded,Community Engagement,Leadership for Public Purpose,best_guess_inventory_url,best_guess_inventory_reason,url_tag,alt_candidate_urls,any_control_found,struct_hits_union,>0_struct_hits_found,program_title_count,program_titles_found,pdf_hits,total_controls_found,controls_sufficiency,status,error_detail,college_vine_site,college_vine_url,college_vine_ctrl_status,college_vine_program_title_count,college_vine_program_titles_found,afri_matches,ethnic_matches,black_matches,race_matches,anthropology,math,linguistics,chem,architect,economics,psychology,sociology,history,english,political_science,philosophy,computer_science,engineering,physics,geology,statistics,neuroscience
155025,Emporia State University,Ethnic/Gender Studies Program,www.emporia.edu/,Emporia,Kansas,Public,Professions-focused Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Professions-focused,Professions-focused,Medium,Primarily residential,Master's,Not Classified,Not Classified,https://www.emporia.edu/programs/,score=473;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=2;canonicalHub=1;flags=,exceptions_seen,https://www.emporia.edu/programs|https://www.emporia.edu/school-library-and-information-management/programs-certificates-licensures/doctor-philosophy-library-and-information-management/library-and-information-management-instructional-design-and-technology-concentration/|https://www.emporia.edu/school-library-and-information-management/programs-certificates-licensures/doctor-philosophy-library-and-information-management/|https://www.emporia.edu/school-library-and-information-management/programs-certificates-licensures/doctor-philosophy-library-and-information-management/library-and-information-management-informatics-concentration/|https://www.emporia.edu/school-library-and-information-management/programs-certificates-licensures/doctor-philosophy-library-and-information-management/library-and-information-management-information-systems-concentration/,1,degrees|majors|programs,1,0,,,3,warning_10_MajorsFound,ok,,0,https://www.collegevine.com/schools/hub/all/d/emporia-state-university/majors,cv_unresolved,0,,,,,,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
129242,Fairfield University,Black Studies Program,fairfield.edu/,Fairfield,Connecticut,Private not-for-profit,Professions-focused Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Doctorate,Professions-focused,Professions-focused,Medium,Highly residential,Doctorate,Classified,Not Classified,https://www.fairfield.edu/academics/majors-and-minors/curriculum-and-instruction/index.html,score=294;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=1;canonicalHub=0;flags=,exceptions_seen,https://www.fairfield.edu/academics/majors-and-minors/index.html|https://www.fairfield.edu/academics/schools-and-colleges/college-of-arts-and-sciences/undergraduate-programs/index.html|https://www.fairfield.edu/academics/academic-support/catalog/index.html|https://www.fairfield.edu/academics/schools-and-colleges/charles-f-dolan-school-of-business/undergraduate-programs/index.html|https://www.fairfield.edu/academics/core-curriculum/index.html,1,BA|BS|bachelor|degrees|majors|minors|programs,1,2,Black Studies|Black Studies MInor,,15,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/fairfield-university/majors,passed_ctrl_thresh,0,,Africa|African,Ethnic|Ethnicity|ethnic|ethnicity,Black|black-studies,Race|race|racial,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
133669,Florida Atlantic University,Ethnic Studies Program,www.fau.edu/,Boca Raton,Florida,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Residential,Doctorate,Classified,Not Classified,https://www.fau.edu/programs,score=500;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=15;canonicalHub=1;flags=,exceptions_seen,https://www.fau.edu/programs/|https://www.fau.edu/education/academicdepartments/curriculum-instruction/academic-programs/undergraduate/secondary-certification-art-K-12|https://www.fau.edu/education/academicdepartments/curriculum-instruction/academic-programs/undergraduate/bachelor-arts-english-education-6-12-esol|https://www.fau.edu/education/academicdepartments/curriculum-instruction/academic-programs/undergraduate/|https://www.fau.edu/education/academicdepartments/curriculum-instruction/academic-programs/undergraduate/bachelor-arts-mathematics-education-6-12,1,BA|BS|bachelor|degrees|majors|programs,1,1,"Literature of Ethnicity, Gender, and Culture Electives:",,15,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/florida-atlantic-university/majors,passed_ctrl_thresh,0,,African|Africana,Ethnic|Ethnicity,Black,,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1
133951,Florida International University,African and African Diaspora Studies Program,www.fiu.edu/,Miami,Florida,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Very Large,Primarily non-residential,Doctorate,Classified,Classified,https://www.fiu.edu/academics/degrees-and-programs/index.html?area-of-interest=Humanities-and-Culture,score=158;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=5;ctrlStructured=17;canonicalHub=0;flags=,exceptions_seen,https://www.fiu.edu/academics/degrees-and-programs/index.html|https://www.fiu.edu/academics/degrees-and-programs/index.html?area-of-interest=Education|https://www.fiu.edu/academics/degrees-and-programs/index.html?area-of-interest=Business-and-Economics|https://www.fiu.edu/academics/degrees-and-programs/index.html?area-of-interest=Hospitality-Management|https://www.fiu.edu/academics/degrees-and-programs/index.html?area-of-interest=Arts-and-Design,1,BA|BS|bachelor|degrees|programs,1,2,African and African Diaspora Studies (MA)|African and African Diaspora Studies (MA) Available Online,,17,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/florida-international-university/majors,passed_ctrl_thresh,0,,African,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
134097,Florida State University,African American Studies Program,www.fsu.edu/,Tallahassee,Florida,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Very Large,Residential,Doctorate,Classified,Not Classified,https://www.fsu.edu/academics/departments.html,score=278;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=3;ctrlStructured=2;canonicalHub=0;flags=,exceptions_seen,https://www.fsu.edu/highlights/rankings.html|https://www.fsu.edu/engineering/|https://www.fsu.edu/about/history.html|http://www.fsu.edu/%7Epopctr/|https://www.fsu.edu/about/,1,BS|bachelor|degrees|majors|minors|programs,1,0,,,10,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/florida-state-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,African,,Black|Blackwell|black,,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0
191241,Fordham University,African and African American Studies Program,www.fordham.edu/,Bronx,New York,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Medium,"Lower Access, Higher Earnings",Research 2: High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Medium,Primarily residential,Doctorate,Not Classified,Not Classified,https://www.fordham.edu/academics/departments/,score=1002;tier=inventory;hubSig=6;listingLinks=49;slugDiv=49;structHits=4;ctrlStructured=13;canonicalHub=1;flags=,exceptions_seen,https://www.fordham.edu/gabelli-school-of-business/academic-programs-and-admissions/undergraduate-programs/majors-and-concentrations/business-economics/|https://www.fordham.edu/gabelli-school-of-business/academic-programs-and-admissions/undergraduate-programs/majors-and-concentrations/business-law-and-ethics/|https://www.fordham.edu/gabelli-school-of-business/academic-programs-and-admissions/undergraduate-programs/majors-and-concentrations/accounting/|https://www.fordham.edu/gabelli-school-of-business/academic-programs-and-admissions/undergraduate-programs/majors-and-concentrations/business-of-healthcare/|https://www.fordham.edu/gabelli-school-of-business/academic-programs-and-admissions/undergraduate-programs/majors-and-concentrations/communications-and-media-management-program/,1,degrees|majors|minors|programs,1,4,African & African American Studies|An Education in African and African American Studies|Department of African & African American Studies|The Department of African & African American Studies at Fordham,,13,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/fordham-university/majors,passed_ctrl_thresh,1,African-American/Black Studies,Africa|African,ethnic,Black|Blackness,race,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1
212577,Franklin and Marshall College,Africana Studies Program,www.fandm.edu/,Lancaster,Pennsylvania,Private not-for-profit,Special Focus: Arts and Sciences,"Lower Access, Higher Earnings",Research Colleges and Universities,Baccalaureate,Special Focus: Arts and Sciences,N/A,Small,Highly residential,Bachelor's,Not Classified,Not Classified,https://www.fandm.edu/fields-of-study/,score=504;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=16;canonicalHub=1;flags=,exceptions_seen,https://www.fandm.edu/fields-of-study/index.html|https://www.fandm.edu/fields-of-study/linguistics/index.html|https://www.fandm.edu/fields-of-study/business-organizations-and-society/index.html|https://www.fandm.edu/fields-of-study/earth-and-environmental-science/index.html|https://www.fandm.edu/fields-of-study/environmental-studies/index.html,1,bachelor|degrees|majors|minors|programs,1,1,Africana Studies,,17,sufficient majors,ok,,1,https://www.collegevine.com/schools/hub/all/d/franklin-and-marshall-college/majors,passed_ctrl_thresh,2,"African Studies|Ethnic, Cultural Minority, and Gender Studies, Other",Africa|Africana,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
162584,Frostburg State University,African American Studies Program,www.frostburg.edu/,Frostburg,Maryland,Public,Mixed Undergraduate/Graduate-Master's Large/Medium,"Opportunity Colleges and Universities-Higher Access, Higher Earnings","Not classified, not in classification universe",Undergraduate/Graduate-Master's,Mixed,Professions-focused,Medium,Primarily residential,Master's,Not Classified,Not Classified,https://www.frostburg.edu/academics/majorminors/majors-and-minors-a-z.php,score=397;tier=inventory;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=13;canonicalHub=0;flags=,403_forbidden_seen,https://www.frostburg.edu/academics/academic-catalogs.php|https://www.frostburg.edu/academics/index.php|https://www.frostburg.edu/admissions-and-cost/undergraduate/index.php|https://www.frostburg.edu/academics/other-instructional-sites.php|https://www.frostburg.edu/academics/colleges-and-departments.php,1,BA|BS|bachelor|degrees|majors|minors|programs,1,2,African American Studies Minor Degree Type: Bachelor's|Read more about the minor in African American Studies,,13,sufficient majors,ok,,0,https://www.collegevine.com/schools/hub/all/d/frostburg-state-university/majors,cv_unresolved,0,,African,,Black,racial,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
232186,George Mason University,African and African American Studies Program,www.gmu.edu/,Fairfax,Virginia,Public,Mixed Undergraduate/Graduate-Doctorate Large,"Opportunity Colleges and Universities-Higher Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Very Large,Residential,Doctorate,Not Classified,Not Classified,https://www.gmu.edu/about/leadership/executive-council,score=114;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=7;ctrlStructured=1;canonicalHub=0;flags=,403_forbidden_seen,https://www.gmu.edu/academics/undergraduate-programs|https://www.gmu.edu/academics/undergraduate-programs/undergraduate-research|https://www.gmu.edu/about/leadership/presidents-council|https://www.gmu.edu/grandchallenge|https://www.gmu.edu/about/legacy/history,1,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,4,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/george-mason-university/majors,passed_ctrl_thresh,0,,Africa|African,,Black|black,race,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
131469,George Washington University,Africana Studies Program,www.gwu.edu/,Washington,District of Columbia,Private not-for-profit,Mixed Undergraduate/Graduate-Doctorate Large,"Lower Access, Higher Earnings",Research 1: Very High Research Spending and Doctorate Production,Undergraduate/Graduate-Doctorate,Mixed,Professions-focused,Large,Highly residential,Doctorate,Classified,Not Classified,https://www.gwu.edu/undergraduate-admissions,score=115;tier=other;hubSig=0;listingLinks=0;slugDiv=0;structHits=4;ctrlStructured=0;canonicalHub=0;flags=,exceptions_seen,https://www.gwu.edu/academics|https://www.gwu.edu/leadership|https://www.gwu.edu/cost-gw-education|https://www.gwu.edu/admissions-aid|https://www.gwu.edu/senior-vice-president-and-chief-staff,0,BA|BS|bachelor|degrees|majors|minors|programs,1,0,,,0,warning_10_MajorsFound,ok,,1,https://www.collegevine.com/schools/hub/all/d/george-washington-university/majors,passed_ctrl_thresh,1,African Studies,,ethnicities,Blackboard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
