unitid,source,bucket,canonical_title,supporting_raw_titles,program_conf_max,program_conf_reasons
240329,crawl,race,"Race, Gender and Sexuality Studies","Race, Gender and Sexuality Studies|Race, Gender and Sexuality Studies program",70,bare_studies_name|bucket_match:race|strong_token|bucket_match:race
240374,crawl,ethnic,Ethnic Studies,Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
240444,crawl,african,African Studies,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
240444,crawl,black,Afro-American Studies,Afro-American Studies,70,bare_studies_name|bucket_match:black
240453,crawl,african,African and African Diaspora Studies,"African and African Diaspora Studies|African and African Diaspora Studies, Minor",70,bare_studies_name|bucket_match:african|strong_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies Major , Minor , Master's , Doctoral","African and African Diaspora Studies Major , Minor , Master's , Doctoral",70,strong_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies, BA Undergraduate Major Letters and Science","African and African Diaspora Studies, BA Undergraduate Major Letters and Science",100,strong_token|degree_token|bucket_match:african
240453,crawl,african,"African and African Diaspora Studies, Minor Undergraduate Letters and Science","African and African Diaspora Studies, Minor Undergraduate Letters and Science Minor",70,strong_token|bucket_match:african
240453,crawl,ethnic,Comparative Ethnic Studies,Comparative Ethnic Studies,90,bare_studies_name|anchor_phrase|bucket_match:ethnic
240453,crawl,ethnic,Comparative Ethnic Studies Certificate,Comparative Ethnic Studies Certificate,90,strong_token|anchor_phrase|bucket_match:ethnic
240453,crawl,ethnic,Ethnic Studies,"Comparative Ethnic Studies, Undergraduate Certificate Undergraduate Certificate Letters and Science",100,strong_token|anchor_phrase|compound_anchor|bucket_match:ethnic
240453,crawl,mena,Middle Eastern and North African Studies,"Middle Eastern and North African Studies|Middle Eastern and North African Studies Certificate|Middle Eastern and North African Studies, Undergraduate Certificate Undergraduate Certificate Letters and Science",100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:mena|strong_token|anchor_phrase|compound_anchor|bucket_match:mena
240453,crawl,race,Racial and Social Justice in Education Certificate,Racial and Social Justice in Education Certificate,70,strong_token|bucket_match:race
240453,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
240727,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
243744,crawl,african,African Studies,African Studies,90,bare_studies_name|anchor_phrase|bucket_match:african
243744,crawl,black,African and African American Studies,African and African American Studies,100,bare_studies_name|anchor_phrase|compound_anchor|bucket_match:black
243744,cv,black,African-American/Black Studies,African-American/Black Studies,100,bare_studies_name|anchor_phrase|bucket_match:black|cv_bonus
243744,cv,minority,"Ethnic, Cultural Minority, and Gender Studies, Other","Ethnic, Cultural Minority, and Gender Studies, Other",100,cv_taxonomy_target|bucket_match:minority|cv_bonus
486840,cv,african,African Studies,African Studies,100,bare_studies_name|anchor_phrase|bucket_match:african|cv_bonus
